publish_date,code_name,summary,label,trend_before
2021-12-27,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪与Momenta成立智能驾驶合资公司迪派智行', '比亚迪本周融资净买入2098.11万元，居汽车整车板块第四'",very positive,"0.2,0.338,0.577,0.572,-0.805,-4.632,-0.641,-3.493,0.103,-1.022"
2021-12-27,300014.sz,本日亿纬锂能的相关新闻标题如下：'新能源板块终于回血 机构却在悄悄出货……',very positive,"5.794,1.113,0.519,0.518,0.018,-0.848,-2.757,-4.86,-0.12,-1.739"
2021-12-27,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入9.64亿元，创历史新高（12-24）', '“宁王”产业链热度不减 机构扎堆调研嘉元科技', '数据|科创板战略配售投资者扫描：上汽集团布局产业链，华虹集团取得5.82倍收益', '“宁王”产业链热度不减 机构扎堆调研嘉元科技', '宁德时代与贵州省人民政府签署合作建设换电网络协议'",very negative,"-2.527,-1.445,0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485"
2021-12-27,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代本周融资净偿还2亿元，两市排名第14', '“宁王”产业链热度不减 机构扎堆调研嘉元科技', '7股获融资净买入超亿元 宁德时代获净买入最多'",very negative,"-2.527,-1.445,0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485"
2021-12-27,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份：融资净偿还159.2万元，融资余额5.18亿元（12-24）', '精达股份本周融资净偿还1489.08万元，居电网设备板块第十一'",neutral,"0.034,0.032,0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.024"
2021-12-27,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：公司和吉利合作顺利 与其乘用车、商用车平台均有合作 量产供应吉利电池计划在2023年', '孚能科技：公司研发的330wh/kg高能量密度电池 已向整车厂客户送样', '孚能科技：公司有固态电池研发 固态电池的研发是公司重点在研项目之一 目前研发进展顺利', '孚能科技本周融资净买入998.71万元，居电池板块第十四'",negative,"-2.818,2.337,0.936,0.519,0.308,0.21,0.152,0.114,0.086,0.064"
2021-12-28,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还7114.32万元，两市排名第18（12-27）', '宁德时代于吉林辽源成立新公司 经营范围含蓄电池租赁', '宁德时代于吉林成立新公司', '字节跳动、华为、宁德时代等新增部分投资', '宁德时代投资成立新公司 经营范围含蓄电池租赁'",very positive,"-1.445,0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427"
2021-12-28,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代成立电服科技新公司 经营范围含蓄电池租赁', '宁德时代与贵州省合建换电网络 千亿换电赛道将迎高速增长期'",very positive,"-1.445,0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427"
2021-12-28,600577.sh,本日精达股份的相关新闻标题如下：'精达股份：融资净买入222.99万元，融资余额5.2亿元（12-27）',neutral,"0.032,0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.024"
2021-12-28,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：融资净买入179万元，融资余额9.28亿元（12-27）', '孚能科技：樊耀兵、丁斌辞任副总经理 公司将另有任用', '孚能科技现2笔大宗交易 总成交金额2094.03万元', '能量密度高达330Wh/kg！孚能科技计划在2023年量产供应吉利电池'",negative,"2.337,0.936,0.519,0.308,0.21,0.152,0.114,0.086,0.064,0.046"
2021-12-29,300014.sz,本日亿纬锂能的相关新闻标题如下：'桂客：形成锂电池产业链闭环很重要',very negative,"0.519,0.518,0.018,-0.848,-2.757,-4.86,-0.12,-1.739,-0.105,-1.291"
2021-12-29,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代现8599.5万元大宗交易', '宁德时代：融资净买入3204.49万元，融资余额68.99亿元（12-28）', '龙蟠科技拟8亿元新建磷酸铁锂正极材料产能 宁德时代预付3.5亿元', '宁德时代12月28日获深股通增持91.92万股', '宁德时代获深股通连续3日净买入 累计净买入14.34亿元'",very positive,"0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397"
2021-12-29,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代连续3日获北向资金净买入', '大宗交易：宁德时代成交8599.5万元，成交均价585.00元（12-28）', '四川省委书记彭清华会见宁德时代董事长曾毓群'",very positive,"0.563,-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397"
2021-12-29,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份12月28日被沪股通减持239.2万股', '精达股份：融资净偿还9.24万元，融资余额5.2亿元（12-28）'",neutral,"0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.024,0.023"
2021-12-29,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：融资净偿还217.85万元，融资余额9.26亿元（12-28）', '孚能科技大宗交易成交20.00万股 成交额559.20万元', '大宗交易：孚能科技成交559.2万元，折价17.76%（12-28）'",negative,"0.936,0.519,0.308,0.21,0.152,0.114,0.086,0.064,0.046,0.03"
2021-12-30,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：融资净买入2.11亿元，两市排名第二（12-29）', '比亚迪接手抚州基地 金坛基地被牛创新能源租用 大乘汽车破产重组进入倒计时？', '比亚迪：加速打造具有比亚迪特色的智能驾驶系统', '机构统计：宁德时代2021动力电池装机量全球称王！增幅高达180%'",very positive,"0.572,-0.805,-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098"
2021-12-30,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代12月29日获深股通增持107.43万股', '财联社汽车早报【12月30日】', '宁德时代：融资净买入4989.26万元，融资余额69.49亿元（12-29）', '白酒下跌！贵州茅台单日蒸发超千亿元！多少明星基金经理哭晕？', '宁德时代投资厦门隐山股权投资合伙企业'",very negative,"-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841"
2021-12-30,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：拟斥资不超过240亿元投建动力电池宜宾制造基地七至十期项目', '宁德时代连续4日获北向资金净买入', '宁德时代入股股权投资合伙企业', '机构统计：宁德时代2021动力电池装机量全球称王！增幅高达180%'",very negative,"-4.881,-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841"
2021-12-30,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份12月29日获沪股通增持34.13万股', '精达股份：融资净买入298.53万元，融资余额5.23亿元（12-29）'",neutral,"0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.024,0.023,0.022"
2021-12-30,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：融资净偿还288.4万元，融资余额9.23亿元（12-29）', '孚能科技发生大宗交易 成交折价率17.69%', '大宗交易：孚能科技成交888.29万元，折价17.69%（12-29）'",negative,"0.519,0.308,0.21,0.152,0.114,0.086,0.064,0.046,0.03,0.016"
2021-12-31,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：连续3日融资净买入累计2.58亿元（12-30）', '比亚迪12月30日被深股通减持9.51万股', '王传福和比亚迪的市场化2.0', '比亚迪投资成立矿产公司', '比亚迪：1-11月份电池出货量同比大增192% 市场占有率或将超松下'",very negative,"-0.805,-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代今日出现1.27亿元平价大宗交易 成交价每股590元 买卖方均为机构', '宁德时代12月30日获深股通增持40.84万股', '总投资不超过240亿元，宁德时代投建宜宾基地七至十期项目', '宁德时代：拟不超240亿元投建动力电池宜宾制造基地七至十期项目', '“宁王”240亿投建动力电池项目 还与吉利签订供货协议'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代连续5日获北向资金净买入', '中信证券维持宁德时代买入评级 目标价754元', '宁德时代专注新材料，掷10亿成立“锦州时代”', '两市12月30日成交1.02万亿，100股涨停（附10大活跃股）', '宁德时代拟不超240亿元投建动力电池宜宾制造基地七至十期项目'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还1.92亿元，融资余额67.56亿元（12-30）', '投资240亿元，宁德时代扩建四川电池工厂', '宁德时代：拟投资建设动力电池宜宾制造基地项目 总投资不超过240亿元', '宁德时代出现1.27亿元平价大宗交易 买卖方均为机构', '宁德时代240亿投资扩产，四川宜宾“酒都”变“锂都”'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代拟投建动力电池宜宾基地', '宁德时代再投240亿元扩产宜宾基地', '投资240亿元 宁德时代扩建四川电池宜宾工厂七至十期', '宁德时代12月30日大宗交易成交1.27亿元', '宁德时代现1.27亿元平价大宗交易 买卖方均为机构'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代10亿元成立新材料公司', '宁德时代10亿成立新公司 经营范围含石墨及碳素制品制造', '宁德时代：拟投资建设动力电池宜宾制造基地七至十期项目 总投资不超过人民币240亿元。', '投资240亿元 宁德时代扩建四川电池宜宾工厂七至十期', '“宁王”大手笔！不超240亿元投建动力电池制造基地'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,300750.sz,"本日宁德时代的相关新闻标题如下：'大宗交易：宁德时代成交1.27亿元，成交价590.00元（12-30）', '宁德时代再投240亿元扩产宜宾基地', '“宁王”大手笔！不超240亿元投建动力电池制造基地', '宁德时代拟建动力电池宜宾制造基地七至十期项目 总投资不超240亿元'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2021-12-31,600577.sh,本日精达股份的相关新闻标题如下：'精达股份：融资净偿还1370.11万元，融资余额5.09亿元（12-30）',neutral,"0.029,0.028,0.027,0.026,0.025,0.024,0.024,0.023,0.022,0.022"
2021-12-31,600595.sh,本日中孚实业的相关新闻标题如下：'*ST中孚重整计划执行完毕  铝电巨头再出发',neutral,"0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001"
2021-12-31,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：连续3日融资净偿还累计1312.48万元（12-30）', '（12-30）孚能科技连续三日收于年线之上，前次最大涨幅19.23%'",negative,"0.308,0.21,0.152,0.114,0.086,0.064,0.046,0.03,0.016,0.003"
2022-01-01,002594.sz,"本日比亚迪的相关新闻标题如下：'新能源车零售量同比增132%', '新能源车迎来国内第二波涨价潮', '年度盘点：比亚迪2021年涨38.06%，跑赢大盘', '一季度我国新能源车销售125.7万辆 纯电动车型超百万辆', '比亚迪12月31日获深股通增持33.54万股'",very negative,"-0.805,-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959"
2022-01-01,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪关联公司注册资本增至1076万', '头部电池企业“锁锂”', '壳牌牵手比亚迪共拓全球充电桩市场', '比亚迪又“买矿”了！'",very negative,"-0.805,-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959"
2022-01-01,300647.sz,"本日超频三的相关新闻标题如下：'大宗交易：超频三成交3118.5万元，折价0.98%（12-31）', '年度盘点：超频三2021年跌33.39%，跑输大盘'",neutral,"-0.014,-0.015,-0.016,-0.017,-0.018,-0.019,-0.02,-0.021,-0.022,-0.023"
2022-01-01,300750.sz,"本日宁德时代的相关新闻标题如下：'机构看好这些个股 宁德时代还能再涨23%', '宁德时代换电站亮相 看上去像两个“集装箱”', '钠离子电池将进入量产时代，锂电池会被取代吗？', '东吴证券维持宁德时代买入评级：产能扩建再加速 龙头地位稳固 目标价824元', '宁德时代推出“麒麟电池”，电量比4680系统提升13%'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2022-01-01,300750.sz,"本日宁德时代的相关新闻标题如下：'东吴证券维持宁德时代买入评级 目标价824元', '市场占有率31.8%！宁德时代电池装机量连续5年全球第一', '年度盘点：宁德时代2021年涨67.55%，跑赢大盘', '宁德时代再投240亿扩产宜宾电池项目 与吉利签订供货协议'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2022-01-01,600468.sh,本日百利电气的相关新闻标题如下：'年度盘点：百利电气2021年涨17.19%，跑赢大盘',neutral,"-0.002,-0.002,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003"
2022-01-01,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份12月31日被沪股通减持21.99万股', '精达股份：融资净买入103.62万元，融资余额5.1亿元（12-31）', '年度盘点：精达股份2021年涨140.5%，跑赢大盘'",neutral,"0.029,0.028,0.027,0.026,0.025,0.024,0.024,0.023,0.022,0.022"
2022-01-01,600595.sh,本日中孚实业的相关新闻标题如下：'年度盘点：*ST中孚2021年涨90.09%，跑赢大盘',neutral,"0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001"
2022-01-01,688567.sh,"本日孚能科技的相关新闻标题如下：'孚能科技：连续4日融资净偿还累计2660.42万元（12-31）', '年度盘点：孚能科技2021年跌26.45%，跑输大盘', '孚能科技：和广汽合作车型有Aion V以及S plus 最新定点了Aion S 500和Aion Y'",negative,"0.308,0.21,0.152,0.114,0.086,0.064,0.046,0.03,0.016,0.003"
2022-01-02,300750.sz,本日宁德时代的相关新闻标题如下：'创新高！同比翻番！北向资金全年买入A股超四千亿元，最近集中火力扫货这些行业龙头（名单）',very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2022-01-03,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪本周深股通持股市值增加2.39亿元，居汽车整车板块第二',very negative,"-0.805,-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959"
2022-01-03,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代一行到访有色协会', '宁德时代本周获深股通增持13.42亿元，周内增持市值两市排名第一', '北向资金大调仓！2021年最后一周加仓宁王超13亿 减仓3500亿市值果链龙头超8亿'",very negative,"-0.046,-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143"
2022-01-03,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周沪股通持股市值减少1688.06万元，居电网设备板块第三',neutral,"0.029,0.028,0.027,0.026,0.025,0.024,0.024,0.023,0.022,0.022"
2022-01-03,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技副总经理樊耀兵、丁斌辞任 将另有任用',negative,"0.308,0.21,0.152,0.114,0.086,0.064,0.046,0.03,0.016,0.003"
2022-01-04,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪抚州成立电池公司 经营范围含石墨及碳素制品制造', '比亚迪：融资净买入9460.3万元，两市排名第14（12-31）', '比亚迪2021年新能源汽车累计销量60.38万辆 同比增长218.3%', '比亚迪：12月总销量约9.91万辆 同比增加75.97%', '比亚迪本周融资净买入2.41亿元，两市排名第14'",very negative,"-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558"
2022-01-04,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪在抚州投资成立电池新公司 注册资本5000万', '中信证券维持比亚迪买入评级 目标价455.7元', '民生证券维持比亚迪推荐评级 预计2021年净利润同比增长6.98%', '华鑫证券首次给予比亚迪推荐评级 预计2021年净利润同比减少0.08%', '比亚迪：去年新能源汽车销量超过60万辆 同比增长218%'",very negative,"-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558"
2022-01-04,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪捐赠现金及物资4000万元驰援西安', '民生证券维持比亚迪推荐评级：产品矩阵精准卡位 多维技术全面赋能 龙头地位难以撼动', '安信证券维持比亚迪买入评级 目标价360元', '比亚迪2021年新能源汽车销量达60.38万辆 同比增长218%'",very negative,"-4.632,-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558"
2022-01-04,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代投资成立矿业公司 注册资本8亿元', '宁德时代：融资净买入1.59亿元，两市排名第四（12-31）', '宁德时代本周融资净偿还1.82亿元，两市排名第11'",very negative,"-1.079,7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641"
2022-01-04,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周融资净偿还754.22万元，居电网设备板块第十八',neutral,"0.028,0.027,0.026,0.025,0.024,0.024,0.023,0.022,0.022,0.021"
2022-01-04,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技本周融资净偿还2481.42万元，居电池板块第六',negative,"0.21,0.152,0.114,0.086,0.064,0.046,0.03,0.016,0.003,-0.01"
2022-01-05,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪2021年全年销售数据出炉 新能源车劲销近60万辆', '比亚迪01月04日被深股通减持66.91万股', '比亚迪：股东融捷投资控股拟参与转融通证券出借业务', '比亚迪捐4000万吉利捐3000万……众多企业驰援西安抗疫', '比亚迪销量再刷新纪录 连续两个月突破9万辆'",very negative,"-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835"
2022-01-05,002594.sz,"本日比亚迪的相关新闻标题如下：'中信证券维持比亚迪买入评级 目标价55.7元', '比亚迪等42股获机构买入型评级', '华创证券维持比亚迪强推评级 目标价348.3元', '国泰君安维持比亚迪增持评级 目标价398.8元', '比亚迪：融资净偿还2783.42万元，融资余额85.72亿元（01-04）'",very negative,"-0.641,-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835"
2022-01-05,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入4.29亿元，两市排名第一（01-04）', '宁德时代01月04日获深股通增持21.3万股', '两市1月4日成交1.27万亿，124股涨停（附10大活跃股）', '宁德时代跌3.25% 华创证券上月初强推喊目标价825元', '大宗交易：宁德时代成交6498.39万元，折价2.70%（01-04）'",very negative,"7.295,-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362"
2022-01-05,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份01月04日被沪股通减持431.27万股', '精达股份：融资净偿还643.56万元，融资余额5.05亿元（01-04）', '精达股份：“精达转债”截至2021年12月31日转股约7430万股'",neutral,"0.027,0.026,0.025,0.024,0.024,0.023,0.022,0.022,0.021,0.02"
2022-01-05,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技：连续5日融资净偿还累计4236.12万元（01-04）',negative,"0.152,0.114,0.086,0.064,0.046,0.03,0.016,0.003,-0.01,-0.023"
2022-01-06,002594.sz,"本日比亚迪的相关新闻标题如下：'行业动态|锂电池铝塑膜国产替代进行时 上市公司积极加码扩产', '比亚迪01月05日被深股通减持63.46万股', '比亚迪入股先导薄膜 A股新能源巨头竞相布局上游', '比亚迪：公司未有搭载固态电池的量产车型', '比亚迪：研发支出形成的无形资产 按新能源车型号来分 每辆新能源车摊销的无形资产金额是确定的'",very negative,"-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963"
2022-01-06,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：吕向阳累计质押股数约为6026万股', '比亚迪：2021年报预约披露日期为2022年3月30日', '华西证券维持比亚迪增持评级 预计2021年净利润同比增长19.78%', '比亚迪：西安基地的生产已基本恢复正常', '比亚迪、明阳智能等入股新材料公司先导薄膜'",very negative,"-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963"
2022-01-06,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：公司2021年12月插混车型产量达44320台', '比亚迪：融资净买入887.23万元，融资余额85.81亿元（01-05）', '华西证券维持比亚迪增持评级：2021完美收官 2022新能源加速', '比亚迪：公司将积极推动对上游资源布局进程', '长江证券维持比亚迪买入评级 预计2021年净利润同比增长5.52%'",very negative,"-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963"
2022-01-06,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：西安基地生产已基本恢复正常', '比亚迪入股先导薄膜 A股新能源巨头竞相布局上游', '比亚迪乘用车2021年劲销73万 新能源车连创中国月销年销纪录'",very negative,"-3.493,0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963"
2022-01-06,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代入股安脉盛 后者专注智能制造与工业大数据', '宁德时代投资智能制造和工业大数据企业安脉盛', '大宗交易：宁德时代成交9303.69万元，溢价0.79%（01-05）', '宁德时代：融资净偿还5.31亿元，两市排名第一（01-05）', '突然爆发！4000亿市值“大象”起舞 “宁王”又重挫 风格转换如何进一步演绎'",positive,"-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832"
2022-01-06,300750.sz,"本日宁德时代的相关新闻标题如下：'比亚迪入股先导薄膜 A股新能源巨头竞相布局上游', '宁德时代01月05日获深股通增持67.99万股', '新能源赛道连续回撤 机构和外资趁机“抄底”'",positive,"-2.205,0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832"
2022-01-06,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份01月05日被沪股通减持519.15万股', '精达股份：融资净买入333.87万元，融资余额5.08亿元（01-05）'",neutral,"0.026,0.025,0.024,0.024,0.023,0.022,0.022,0.021,0.02,0.02"
2022-01-06,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技：融资净买入221.19万元，融资余额8.89亿元（01-05）',negative,"0.114,0.086,0.064,0.046,0.03,0.016,0.003,-0.01,-0.023,-0.037"
2022-01-07,002460.sz,本日赣锋锂业的相关新闻标题如下：'上市公司争相布局锂矿资源',very positive,"-0.428,-2.839,-0.388,-1.341,-1.168,-2.936,9.478,-0.044,-0.491,-0.765"
2022-01-07,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：融资净偿还2.11亿元，两市排名第一（01-06）', '比亚迪01月06日获深股通增持113.49万股', '比亚迪今日获北向资金净买入2.82亿元', '先导薄膜A轮融资成功落地 由中金资本及比亚迪领投'",very negative,"0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963,0.54"
2022-01-07,300014.sz,本日亿纬锂能的相关新闻标题如下：'去年12月国联安旗下4只基金跌超10% 为同一人管理',very positive,"-0.12,-1.739,-0.105,-1.291,3.057,0.414,0.062,-0.151,-0.424,-0.832"
2022-01-07,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入1.48亿元，两市排名第九（01-06）', '宁德时代01月06日被深股通减持85.93万股', '去年12月国联安旗下4只基金跌超10% 为同一人管理'",very negative,"0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832,-1.077"
2022-01-07,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份01月06日被沪股通减持157.94万股', '精达股份：融资净买入449.68万元，融资余额5.12亿元（01-06）', '精达股份：不提前赎回“精达转债”'",neutral,"0.025,0.024,0.024,0.023,0.022,0.022,0.021,0.02,0.02,0.019"
2022-01-07,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技：融资净偿还225.75万元，融资余额8.87亿元（01-06）',negative,"0.086,0.064,0.046,0.03,0.016,0.003,-0.01,-0.023,-0.037,-0.053"
2022-01-08,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪01月07日获深股通增持19.12万股', '比亚迪、宁德时代相继“挖矿” “囤矿”模式开启'",very negative,"0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963,0.54"
2022-01-08,300750.sz,"本日宁德时代的相关新闻标题如下：'红日药业、东方财富、蓝色光标等在创业板活跃度前列', '高镍龙头再获“宁王”绑定：四年产能被预定 还将合作开发新型正极材料', '宁德时代01月07日被深股通减持31.25万股', '宁德时代再签长单 未来4年将持续向容百科技采购三元正极材料', '容百科技拿下宁德时代大订单 未来四年业绩有保障'",very negative,"0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832,-1.077"
2022-01-08,300750.sz,本日宁德时代的相关新闻标题如下：'容百科技：与宁德时代签订战略合作暨长期供货协议',very negative,"0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832,-1.077"
2022-01-08,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份01月07日被沪股通减持349.9万股', '精达股份：融资净偿还320.88万元，融资余额5.1亿元（01-07）'",neutral,"0.025,0.024,0.024,0.023,0.022,0.022,0.021,0.02,0.02,0.019"
2022-01-08,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技：融资净偿还2048.92万元，融资余额8.67亿元（01-07）',negative,"0.086,0.064,0.046,0.03,0.016,0.003,-0.01,-0.023,-0.037,-0.053"
2022-01-09,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪本周深股通持股市值减少1401.2万元，居汽车整车板块第四',very negative,"0.103,-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963,0.54"
2022-01-09,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代本周深股通持股市值减少1.36亿元，居电池板块第一', '宁德时代未来能源研究院正式成立 将与上海交通大学合作', '宁德时代未来能源研究院正式成立', '10万吨高镍大单！“宁王”绑定高镍龙头，提前锁定至2025年三元材料供应'",very negative,"0.369,-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832,-1.077"
2022-01-09,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周沪股通持股市值减少1.05亿元，居电网设备板块第四',neutral,"0.025,0.024,0.024,0.023,0.022,0.022,0.021,0.02,0.02,0.019"
2022-01-10,002594.sz,"本日比亚迪的相关新闻标题如下：'天风证券首次给予比亚迪买入评级 目标价459元', '比亚迪：融资净买入3810.17万元，融资余额84.08亿元（01-07）', '比亚迪、宁德时代的供应商要上市了！下周申购别错过', '比亚迪本周融资净偿还2.3亿元，两市排名第九'",very positive,"-1.022,12.704,-1.604,1.098,-2.959,-2.558,0.835,-0.963,0.54,8.303"
2022-01-10,300647.sz,本日超频三的相关新闻标题如下：'超频三1月10日快速回调',neutral,"-0.019,-0.02,-0.021,-0.022,-0.023,-0.025,-0.026,-0.027,-0.029,-0.031"
2022-01-10,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代10亿元成立新公司 经营范围含碳酸锂系列产品研发', '宁德时代成立新公司 经营范围含碳酸锂系列产品研发', '19股获融资净买入超5000万元 宁德时代获净买入最多', '宁德时代：融资净买入3.69亿元，两市排名第一（01-07）', '宁德时代本周融资净买入4574.77万元，居电池板块第四'",very positive,"-1.485,-1.427,-1.397,3.841,-2.143,0.641,-0.362,-0.832,-1.077,-37.202"
2022-01-10,600577.sh,本日精达股份的相关新闻标题如下：'精达股份连续3周融资净偿还合计2424.19万元',neutral,"0.024,0.024,0.023,0.022,0.022,0.021,0.02,0.02,0.019,0.019"
2022-01-10,688567.sh,本日孚能科技的相关新闻标题如下：'孚能科技本周融资净偿还3629.18万元，居电池板块第五',negative,"0.064,0.046,0.03,0.016,0.003,-0.01,-0.023,-0.037,-0.053,-0.071"
